"id","title","leave_id","employee_id","dates","description"
"139","Annual Leave","1","10","2022-02-21T00:00:00.000Z",""
"140","Public Holiday","0","0","2022-02-28T00:00:00.000Z",""
"141","Public Holiday","0","0","2022-02-28T00:00:00.000Z",""
"142","Public Holiday","0","0","2022-03-03T00:00:00.000Z",""
"143","Public Holiday","0","0","2022-03-03T00:00:00.000Z",""
"144","Public Holiday Replacement","5","8","2022-03-04T00:00:00.000Z",""
"145","Public Holiday Replacement","5","10","2022-03-07T00:00:00.000Z",""
"146","Public Holiday Replacement","5","3","2022-03-11T00:00:00.000Z",""
"147","Public Holiday Replacement","5","12","2022-03-11T00:00:00.000Z",""
"148","Public Holiday Replacement","5","7","2022-03-11T00:00:00.000Z",""
"149","Sick Leave","6","2","2022-03-14T00:00:00.000Z",""
"150","Sick Leave","6","8","2022-03-17T00:00:00.000Z",""
"151","Annual Leave","1","7","2022-03-21T00:00:00.000Z",""
"152","Annual Leave","1","9","2022-03-25T00:00:00.000Z",""
"153","Annual Leave","1","2","2022-04-01T00:00:00.000Z",""
"154","Public Holiday Replacement","5","8","2022-04-14T00:00:00.000Z",""
"155","Public Holiday","0","0","2022-04-15T00:00:00.000Z",""
"156","Public Holiday","0","0","2022-04-15T00:00:00.000Z",""
"157","Annual Leave","1","8","2022-04-29T00:00:00.000Z",""
"158","Annual Leave","1","3","2022-04-29T00:00:00.000Z",""
"159","Public Holiday","0","0","2022-04-29T00:00:00.000Z",""
"160","Public Holiday","0","0","2022-04-29T00:00:00.000Z",""
"161","Annual Leave","1","7","2022-04-29T00:00:00.000Z",""
"162","Annual Leave","1","2","2022-04-29T00:00:00.000Z",""
"163","Annual Leave","1","11","2022-04-29T00:00:00.000Z",""
"164","Public Holiday","0","0","2022-05-02T00:00:00.000Z",""
"165","Public Holiday","0","0","2022-05-02T00:00:00.000Z",""
"166","Public Holiday","0","0","2022-05-03T00:00:00.000Z",""
"167","Public Holiday","0","0","2022-05-03T00:00:00.000Z",""
"168","Annual Leave","1","10","2022-05-04T00:00:00.000Z",""
"169","Public Holiday","0","0","2022-05-04T00:00:00.000Z",""
"170","Public Holiday","0","0","2022-05-04T00:00:00.000Z",""
"171","Annual Leave","1","7","2022-05-04T00:00:00.000Z",""
"172","Annual Leave","1","2","2022-05-04T00:00:00.000Z",""
"173","Annual Leave","1","9","2022-05-04T00:00:00.000Z",""
"174","Annual Leave","1","8","2022-05-05T00:00:00.000Z",""
"175","Public Holiday","0","0","2022-05-05T00:00:00.000Z",""
"176","Public Holiday","0","0","2022-05-05T00:00:00.000Z",""
"177","Annual Leave","1","7","2022-05-05T00:00:00.000Z",""
"178","Annual Leave","1","9","2022-05-05T00:00:00.000Z",""
"179","Annual Leave","1","8","2022-05-06T00:00:00.000Z",""
"180","Public Holiday","0","0","2022-05-06T00:00:00.000Z",""
"181","Public Holiday","0","0","2022-05-06T00:00:00.000Z",""
"182","Annual Leave","1","7","2022-05-06T00:00:00.000Z",""
"183","Annual Leave","1","2","2022-05-06T00:00:00.000Z",""
"184","Annual Leave","1","9","2022-05-06T00:00:00.000Z",""
"185","Public Holiday","0","0","2022-05-16T00:00:00.000Z",""
"186","Public Holiday Replacement","5","3","2022-05-27T00:00:00.000Z",""
"187","Public Holiday Replacement","5","11","2022-05-27T00:00:00.000Z",""
"188","Annual Leave","1","9","2022-05-30T00:00:00.000Z",""
"189","Public Holiday Replacement","5","2","2022-06-02T00:00:00.000Z",""
"190","Public Holiday Replacement","5","3","2022-06-03T00:00:00.000Z",""
"191","Public Holiday Replacement","5","2","2022-06-03T00:00:00.000Z",""
"192","Public Holiday Replacement","5","11","2022-06-03T00:00:00.000Z",""
"193","Public Holiday Replacement","5","12","2022-06-06T00:00:00.000Z",""
"194","Public Holiday Replacement","5","12","2022-07-01T00:00:00.000Z",""
"195","Annual Leave","1","12","2022-07-04T00:00:00.000Z",""
"196","Annual Leave","1","9","2022-07-07T00:00:00.000Z",""
"197","Annual Leave","1","9","2022-07-08T00:00:00.000Z",""
"198","Sick Leave","6","3","2022-07-18T00:00:00.000Z",""
"199","Annual Leave","1","11","2022-07-18T00:00:00.000Z",""
"200","Annual Leave","1","8","2022-07-19T00:00:00.000Z",""
"201","Annual Leave","1","7","2022-07-20T00:00:00.000Z",""
"202","Special Leave","7","7","2022-07-21T00:00:00.000Z",""
"203","Special Leave","7","7","2022-07-22T00:00:00.000Z",""
"204","Special Leave","7","7","2022-07-25T00:00:00.000Z",""
"205","Sick Leave","6","12","2022-07-29T00:00:00.000Z",""
"206","SICK LEAVE","6","56","2022-08-01T00:00:00.000Z",""
"207","Annual Leave","1","10","2022-08-01T00:00:00.000Z",""
"208","SICK LEAVE","6","10","2022-08-01T00:00:00.000Z",""
"209","SICK LEAVE","6","8","2022-08-01T00:00:00.000Z",""
"210","SICK LEAVE","6","12","2022-08-01T00:00:00.000Z",""
"211","SICK LEAVE","6","12","2022-08-02T00:00:00.000Z",""
"212","SICK LEAVE","6","12","2022-08-03T00:00:00.000Z",""
"213","SICK LEAVE","6","12","2022-08-04T00:00:00.000Z",""
"214","Public Holiday","0","0","2022-08-17T00:00:00.000Z",""
"215","Annual Leave","1","8","2022-09-01T00:00:00.000Z",""
"216","ANNUAL LEAVE","1","8","2022-09-01T00:00:00.000Z",""
"217","Annual Leave","1","8","2022-09-02T00:00:00.000Z",""
"218","Half-Day Off","2","7","2022-09-02T00:00:00.000Z",""
"219","Annual Leave","1","7","2022-09-05T00:00:00.000Z",""
"220","Sick Leave","6","12","2022-09-08T00:00:00.000Z",""
"221","Sick Leave","6","12","2022-09-09T00:00:00.000Z",""
"222","ANNUAL LEAVE","1","2","2022-09-12T00:00:00.000Z",""
"223","ANNUAL LEAVE","1","2","2022-09-13T00:00:00.000Z",""
"224","Sick Leave","6","3","2022-09-19T00:00:00.000Z",""
"225","SICK LEAVE","6","3","2022-09-19T00:00:00.000Z",""
"226","Sick Leave","6","3","2022-09-20T00:00:00.000Z",""
"227","SICK LEAVE","6","3","2022-09-20T00:00:00.000Z",""
"228","Annual Leave","1","12","2022-09-27T00:00:00.000Z",""
"229","SICK LEAVE","6","12","2022-09-27T00:00:00.000Z",""
"230","ANNUAL LEAVE","1","19","2022-10-03T00:00:00.000Z",""
"231","ANNUAL LEAVE","1","19","2022-10-04T00:00:00.000Z",""
"232","Sick Leave","6","8","2022-10-07T00:00:00.000Z",""
"233","SICK LEAVE","6","8","2022-10-07T00:00:00.000Z",""
"234","Sick Leave","6","9","2022-10-13T00:00:00.000Z",""
"235","SICK LEAVE","6","9","2022-10-13T00:00:00.000Z",""
"236","ANNUAL LEAVE","1","7","2022-10-17T00:00:00.000Z",""
"237","Public Holiday Replacement","5","7","2022-10-17T00:00:00.000Z",""
"238","ANNUAL LEAVE","1","7","2022-10-18T00:00:00.000Z",""
"239","Public Holiday Replacement","5","7","2022-10-18T00:00:00.000Z",""
"240","SICK LEAVE","6","17","2022-10-19T00:00:00.000Z",""
"241","Half-Day Off","2","2","2022-10-20T00:00:00.000Z",""
"242","ANNUAL LEAVE","1","10","2022-10-24T00:00:00.000Z",""
"243","Special Leave","7","10","2022-10-24T00:00:00.000Z",""
"244","ANNUAL LEAVE","1","12","2022-10-24T00:00:00.000Z",""
"245","Public Holiday Replacement","5","12","2022-10-24T00:00:00.000Z",""
"246","ANNUAL LEAVE","1","10","2022-10-25T00:00:00.000Z",""
"247","Special Leave","7","10","2022-10-25T00:00:00.000Z",""
"248","Half-Day Off","2","9","2022-11-11T00:00:00.000Z",""
"249","SICK LEAVE","6","18","2022-11-14T00:00:00.000Z",""
"250","SICK LEAVE","6","18","2022-11-15T00:00:00.000Z",""
"251","SICK LEAVE","6","18","2022-11-16T00:00:00.000Z",""
"252","Annual Leave","1","17","2022-11-28T00:00:00.000Z",""
"253","Annual Leave","1","12","2022-12-08T00:00:00.000Z",""
"254","Sick Leave","6","12","2022-12-08T00:00:00.000Z",""
"255","Annual Leave","1","12","2022-12-09T00:00:00.000Z",""
"256","Sick Leave","6","12","2022-12-09T00:00:00.000Z",""
"257","ANNUAL LEAVE","1","7","2022-12-12T00:00:00.000Z",""
"258","Public Holiday Replacement","5","7","2022-12-12T00:00:00.000Z",""
"259","Annual Leave","1","17","2022-12-12T00:00:00.000Z",""
"260","Public Holiday Replacement","5","2","2022-12-22T00:00:00.000Z",""
"261","Half-Day Off","2","9","2022-12-23T00:00:00.000Z",""
"262","PUBLIC HOLIDAY","0","0","2022-12-26T00:00:00.000Z",""
"263","Special Leave","7","56","2022-12-26T00:00:00.000Z",""
"264","PUBLIC HOLIDAY","0","0","2022-12-26T00:00:00.000Z",""
"265","Special Leave","7","10","2022-12-26T00:00:00.000Z",""
"266","PUBLIC HOLIDAY","0","0","2022-12-26T00:00:00.000Z",""
"267","Special Leave","7","8","2022-12-26T00:00:00.000Z",""
"268","PUBLIC HOLIDAY","0","0","2022-12-26T00:00:00.000Z",""
"269","Special Leave","7","3","2022-12-26T00:00:00.000Z",""
"270","PUBLIC HOLIDAY","0","0","2022-12-26T00:00:00.000Z",""
"271","Special Leave","7","12","2022-12-26T00:00:00.000Z",""
"272","PUBLIC HOLIDAY","0","0","2022-12-26T00:00:00.000Z",""
"273","Special Leave","7","7","2022-12-26T00:00:00.000Z",""
"274","PUBLIC HOLIDAY","0","0","2022-12-26T00:00:00.000Z",""
"275","Special Leave","7","14","2022-12-26T00:00:00.000Z",""
"276","PUBLIC HOLIDAY","0","0","2022-12-26T00:00:00.000Z",""
"277","Special Leave","7","2","2022-12-26T00:00:00.000Z",""
"278","PUBLIC HOLIDAY","0","0","2022-12-26T00:00:00.000Z",""
"279","Special Leave","7","11","2022-12-26T00:00:00.000Z",""
"280","PUBLIC HOLIDAY","0","0","2022-12-26T00:00:00.000Z",""
"281","Special Leave","7","4","2022-12-26T00:00:00.000Z",""
"282","PUBLIC HOLIDAY","0","0","2022-12-26T00:00:00.000Z",""
"283","Special Leave","7","9","2022-12-26T00:00:00.000Z",""
"284","PUBLIC HOLIDAY","0","0","2022-12-26T00:00:00.000Z",""
"285","Special Leave","7","13","2022-12-26T00:00:00.000Z",""
"286","ANNUAL LEAVE","1","8","2022-12-27T00:00:00.000Z",""
"287","Public Holiday Replacement","5","8","2022-12-27T00:00:00.000Z",""
"288","ANNUAL LEAVE","1","8","2022-12-28T00:00:00.000Z",""
"289","Public Holiday Replacement","5","8","2022-12-28T00:00:00.000Z",""
"290","ANNUAL LEAVE","1","10","2022-12-29T00:00:00.000Z",""
"291","Public Holiday Replacement","5","10","2022-12-29T00:00:00.000Z",""
"292","ANNUAL LEAVE","1","8","2022-12-29T00:00:00.000Z",""
"293","Annual Leave","1","8","2022-12-29T00:00:00.000Z",""
"294","ANNUAL LEAVE","1","10","2022-12-30T00:00:00.000Z",""
"295","Public Holiday Replacement","5","10","2022-12-30T00:00:00.000Z",""
"296","ANNUAL LEAVE","1","8","2022-12-30T00:00:00.000Z",""
"297","Annual Leave","1","8","2022-12-30T00:00:00.000Z",""
"298","ANNUAL LEAVE","1","3","2022-12-30T00:00:00.000Z",""
"299","Annual Leave","1","3","2022-12-30T00:00:00.000Z",""
"300","ANNUAL LEAVE","1","12","2022-12-30T00:00:00.000Z",""
"301","Public Holiday Replacement","5","12","2022-12-30T00:00:00.000Z",""
"302","ANNUAL LEAVE","1","2","2022-12-30T00:00:00.000Z",""
"303","Public Holiday Replacement","5","2","2022-12-30T00:00:00.000Z",""
"304","ANNUAL LEAVE","1","11","2022-12-30T00:00:00.000Z",""
"305","Annual Leave","1","11","2022-12-30T00:00:00.000Z",""
"306","Annual Leave","1","10","2023-01-02T00:00:00.000Z",""
"307","Annual Leave","1","3","2023-01-02T00:00:00.000Z",""
"308","ANNUAL LEAVE","1","3","2023-01-02T00:00:00.000Z",""
"309","Annual Leave","1","12","2023-01-02T00:00:00.000Z",""
"310","Annual Leave","1","11","2023-01-02T00:00:00.000Z",""
"311","Annual Leave","1","10","2023-01-03T00:00:00.000Z",""
"312","Annual Leave","1","12","2023-01-03T00:00:00.000Z",""
"313","Annual Leave","1","10","2023-01-04T00:00:00.000Z",""
"314","ANNUAL LEAVE","1","10","2023-01-04T00:00:00.000Z",""
"315","Annual Leave","1","12","2023-01-04T00:00:00.000Z",""
"316","ANNUAL LEAVE","1","12","2023-01-04T00:00:00.000Z",""
"317","Annual Leave","1","7","2023-01-06T00:00:00.000Z",""
"318","ANNUAL LEAVE","1","7","2023-01-06T00:00:00.000Z",""
"319","Public Holiday Replacement","5","2","2023-01-06T00:00:00.000Z",""
"320","Sick Leave","6","2","2023-01-16T00:00:00.000Z",""
"321","SICK LEAVE","6","2","2023-01-16T00:00:00.000Z",""
"322","SICK LEAVE","6","56","2023-01-19T00:00:00.000Z",""
"323","Sick Leave","6","13","2023-01-19T00:00:00.000Z",""
"324","SICK LEAVE","6","56","2023-01-20T00:00:00.000Z",""
"325","Sick Leave","6","13","2023-01-20T00:00:00.000Z",""
"326","JOINT LEAVE","3","10","2023-01-23T00:00:00.000Z",""
"327","Public Holiday","0","0","2023-01-23T00:00:00.000Z",""
"328","JOINT LEAVE","3","7","2023-01-23T00:00:00.000Z",""
"329","Public Holiday","0","0","2023-01-23T00:00:00.000Z",""
"330","JOINT LEAVE","3","9","2023-01-23T00:00:00.000Z",""
"331","Public Holiday","0","0","2023-01-23T00:00:00.000Z",""
"332","Sick Leave","6","11","2023-01-30T00:00:00.000Z",""
"333","SICK LEAVE","6","11","2023-01-30T00:00:00.000Z",""
"334","Half-Day Off","2","8","2023-02-03T00:00:00.000Z",""
"335","Sick Leave","6","2","2023-02-03T00:00:00.000Z",""
"336","Half-Day Off","2","12","2023-02-09T00:00:00.000Z",""
"337","Half-Day Off","2","4","2023-02-15T00:00:00.000Z",""
"338","Public Holiday Replacement","5","9","2023-02-15T00:00:00.000Z",""
"339","Public Holiday Replacement","5","9","2023-02-16T00:00:00.000Z",""
"340","Public Holiday Replacement","5","9","2023-02-17T00:00:00.000Z",""
"341","Annual Leave","1","12","2023-02-20T00:00:00.000Z",""
"342","Annual Leave","1","10","2023-02-27T00:00:00.000Z",""
"343","Sick Leave","6","4","2023-03-06T00:00:00.000Z",""
"344","Sick Leave","6","4","2023-03-07T00:00:00.000Z",""
"345","Public Holiday Replacement","5","2","2023-03-17T00:00:00.000Z",""
"346","Annual Leave","1","9","2023-03-17T00:00:00.000Z",""
"347","Public Holiday","0","0","2023-03-22T00:00:00.000Z",""
"348","Public Holiday","0","0","2023-03-22T00:00:00.000Z",""
"349","Sick Leave","6","6","2023-03-27T00:00:00.000Z",""
"350","Sick Leave","6","13","2023-03-29T00:00:00.000Z",""
"351","SICK LEAVE","6","13","2023-03-29T00:00:00.000Z",""
"352","Sick Leave","6","58","2023-04-04T00:00:00.000Z",""
"353","Sick Leave","6","9","2023-04-05T00:00:00.000Z",""
"354","Public Holiday","0","0","2023-04-07T00:00:00.000Z",""
"355","Public Holiday","0","0","2023-04-07T00:00:00.000Z",""
"356","Public Holiday","0","0","2023-04-07T00:00:00.000Z",""
"357","Public Holiday","0","0","2023-04-07T00:00:00.000Z",""
"358","Public Holiday","0","0","2023-04-07T00:00:00.000Z",""
"359","Public Holiday","0","0","2023-04-07T00:00:00.000Z",""
"360","Public Holiday","0","0","2023-04-07T00:00:00.000Z",""
"361","Public Holiday","0","0","2023-04-07T00:00:00.000Z",""
"362","Public Holiday","0","0","2023-04-07T00:00:00.000Z",""
"363","Public Holiday","0","0","2023-04-07T00:00:00.000Z",""
"364","Public Holiday","0","0","2023-04-07T00:00:00.000Z",""
"365","Public Holiday","0","0","2023-04-07T00:00:00.000Z",""
"366","Public Holiday","0","0","2023-04-07T00:00:00.000Z",""
"367","Public Holiday","0","0","2023-04-07T00:00:00.000Z",""
"368","Sick Leave","6","51","2023-04-11T00:00:00.000Z",""
"369","Sick Leave","6","8","2023-04-14T00:00:00.000Z",""
"370","Annual Leave","1","6","2023-04-18T00:00:00.000Z",""
"371","PUBLIC HOLIDAY","0","0","2023-04-19T00:00:00.000Z",""
"372","Public Holiday","0","0","2023-04-19T00:00:00.000Z",""
"373","Public Holiday","0","0","2023-04-19T00:00:00.000Z",""
"374","Public Holiday","0","0","2023-04-19T00:00:00.000Z",""
"375","Public Holiday","0","0","2023-04-20T00:00:00.000Z",""
"376","Public Holiday Replacement","5","7","2023-04-20T00:00:00.000Z",""
"377","Public Holiday","0","0","2023-04-20T00:00:00.000Z",""
"378","Annual Leave","1","11","2023-04-20T00:00:00.000Z",""
"379","Annual Leave","1","4","2023-04-20T00:00:00.000Z",""
"380","Sick Leave","6","51","2023-04-20T00:00:00.000Z",""
"381","PUBLIC HOLIDAY","0","0","2023-04-20T00:00:00.000Z",""
"382","Public Holiday","0","0","2023-04-20T00:00:00.000Z",""
"383","Public Holiday","0","0","2023-04-21T00:00:00.000Z",""
"384","PUBLIC HOLIDAY","0","0","2023-04-21T00:00:00.000Z",""
"385","Public Holiday","0","0","2023-04-21T00:00:00.000Z",""
"386","Public Holiday","0","0","2023-04-21T00:00:00.000Z",""
"387","Public Holiday","0","0","2023-04-21T00:00:00.000Z",""
"388","Public Holiday","0","0","2023-04-21T00:00:00.000Z",""
"389","Public Holiday","0","0","2023-04-21T00:00:00.000Z",""
"390","Public Holiday","0","0","2023-04-21T00:00:00.000Z",""
"391","Public Holiday","0","0","2023-04-21T00:00:00.000Z",""
"392","Public Holiday","0","0","2023-04-21T00:00:00.000Z",""
"393","PUBLIC HOLIDAY","0","0","2023-04-21T00:00:00.000Z",""
"394","Public Holiday","0","0","2023-04-21T00:00:00.000Z",""
"395","Public Holiday","0","0","2023-04-21T00:00:00.000Z",""
"396","Public Holiday","0","0","2023-04-21T00:00:00.000Z",""
"397","PUBLIC HOLIDAY","0","0","2023-04-21T00:00:00.000Z",""
"398","Public Holiday","0","0","2023-04-21T00:00:00.000Z",""
"399","Public Holiday","0","0","2023-04-21T00:00:00.000Z",""
"400","Public Holiday","0","0","2023-04-24T00:00:00.000Z",""
"401","PUBLIC HOLIDAY","0","0","2023-04-24T00:00:00.000Z",""
"402","Public Holiday","0","0","2023-04-24T00:00:00.000Z",""
"403","Public Holiday","0","0","2023-04-24T00:00:00.000Z",""
"404","Public Holiday","0","0","2023-04-24T00:00:00.000Z",""
"405","Public Holiday","0","0","2023-04-24T00:00:00.000Z",""
"406","Public Holiday","0","0","2023-04-24T00:00:00.000Z",""
"407","Public Holiday","0","0","2023-04-24T00:00:00.000Z",""
"408","Public Holiday","0","0","2023-04-24T00:00:00.000Z",""
"409","Public Holiday","0","0","2023-04-24T00:00:00.000Z",""
"410","Public Holiday","0","0","2023-04-24T00:00:00.000Z",""
